#Data Set Export - Reservoir Elevation.Web-Daily-m@08461200,
Timestamp (UTC-06:00),Value (m)
2025-06-29 00:00:00,77.6776740345463
2025-06-30 00:00:00,77.6839934728278
2025-07-01 00:00:00,77.69040241534377
2025-07-02 00:00:00,77.7034118462841
2025-07-03 00:00:00,77.71442127722443
2025-07-04 00:00:00,77.72343070816476
2025-07-05 00:00:00,77.7364401391051
2025-07-06 00:00:00,77.74544957004541
2025-07-07 00:00:00,77.75645900098574
2025-07-08 00:00:00,77.76
2025-07-09 00:00:00,77.763
2025-07-10 00:00:00,77.75
2025-07-11 00:00:00,77.75
2025-07-12 00:00:00,77.742
2025-07-13 00:00:00,77.742
2025-07-14 00:00:00,77.743
2025-07-15 00:00:00,77.74137885942976
2025-07-16 00:00:00,77.74141532874141
2025-07-17 00:00:00,77.734
2025-07-18 00:00:00,77.812
2025-07-19 00:00:00,77.932
2025-07-20 00:00:00,77.988
2025-07-21 00:00:00,78
2025-07-22 00:00:00,78.00086407757294
2025-07-23 00:00:00,77.99030624110156
2025-07-24 00:00:00,77.98674840463019
2025-07-25 00:00:00,77.98819056815881
2025-07-26 00:00:00,77.98563273168742
2025-07-27 00:00:00,77.99307489521604
2025-07-28 00:00:00,77.98551705874466
2025-07-29 00:00:00,77.985
2025-07-30 00:00:00,77.987
2025-07-31 00:00:00,77.979
2025-08-01 00:00:00,77.968
2025-08-02 00:00:00,77.946
2025-08-03 00:00:00,77.911
2025-08-04 00:00:00,77.872
2025-08-05 00:00:00,77.85442041430407
2025-08-06 00:00:00,77.82205103576017
2025-08-07 00:00:00,77.79368165721627
2025-08-08 00:00:00,77.78331227867238
2025-08-09 00:00:00,77.76394290012847
2025-08-10 00:00:00,77.74157352158458
2025-08-11 00:00:00,77.71820414304068
2025-08-12 00:00:00,77.68783476449678
2025-08-13 00:00:00,77.67
2025-08-14 00:00:00,77.641
2025-08-15 00:00:00,77.622
2025-08-16 00:00:00,77.616
2025-08-17 00:00:00,77.602
2025-08-18 00:00:00,77.595
2025-08-19 00:00:00,77.591
2025-08-20 00:00:00,77.58
2025-08-21 00:00:00,77.564
2025-08-22 00:00:00,77.563
2025-08-23 00:00:00,77.54507700823861
2025-08-24 00:00:00,77.51822762839669
2025-08-25 00:00:00,77.47837824855475
2025-08-26 00:00:00,77.46294728012599
2025-08-27 00:00:00,77.44496242354687
2025-08-28 00:00:00,77.43297756696775
2025-08-29 00:00:00,77.42899271038864
2025-08-30 00:00:00,77.4250078538095
2025-08-31 00:00:00,77.41902299723039
2025-09-01 00:00:00,77.41003814065127
2025-09-02 00:00:00,77.40905328407214
2025-09-03 00:00:00,77.4
2025-09-04 00:00:00,77.381
2025-09-05 00:00:00,77.371
2025-09-06 00:00:00,77.352
2025-09-07 00:00:00,77.352
2025-09-08 00:00:00,77.397
2025-09-09 00:00:00,77.43452439508788
2025-09-10 00:00:00,77.47437806067023
2025-09-11 00:00:00,77.49323172625259
2025-09-12 00:00:00,77.52308539183497
2025-09-13 00:00:00,77.52893905741732
2025-09-14 00:00:00,77.52279272299968
2025-09-15 00:00:00,77.50764638858205
2025-09-16 00:00:00,77.48846552641857
2025-09-17 00:00:00,77.47640120606307
2025-09-18 00:00:00,77.46300386368026
2025-09-19 00:00:00,77.46779184793104
2025-09-20 00:00:00,77.47257983218184
2025-09-21 00:00:00,77.48236781643263
2025-09-22 00:00:00,77.48615580068342
2025-09-23 00:00:00,77.483
2025-09-24 00:00:00,77.474
2025-09-25 00:00:00,77.475
2025-09-26 00:00:00,77.524
2025-09-27 00:00:00,77.668
2025-09-28 00:00:00,77.71
2025-09-29 00:00:00,77.731
2025-09-30 00:00:00,77.73604129791687
2025-10-01 00:00:00,77.73353353849686
2025-10-02 00:00:00,77.728
2025-10-03 00:00:00,77.716
