#Data Set Export - Percentage.Conservation-Web-Telemetry@08461200,
Timestamp (UTC-06:00),Value (%)
2025-06-29 00:00:00,11.42117717689515
2025-06-29 00:15:00,11.421078552229712
2025-06-29 00:30:00,11.420979927564275
2025-06-29 00:45:00,11.420881302898838
2025-06-29 01:00:00,11.420782678233438
2025-06-29 01:15:00,11.420684053568001
2025-06-29 01:30:00,11.420585428902564
2025-06-29 01:45:00,11.423059228938982
2025-06-29 02:00:00,11.422960604273543
2025-06-29 02:15:00,11.422861979608106
2025-06-29 02:30:00,11.422763354942706
2025-06-29 02:45:00,11.422664730277269
2025-06-29 03:00:00,11.422566105611834
2025-06-29 03:15:00,11.422467480946397
2025-06-29 03:30:00,11.42236885628096
2025-06-29 03:45:00,11.422270231615524
2025-06-29 04:00:00,11.424744031651974
2025-06-29 04:15:00,11.424645406986539
2025-06-29 04:30:00,11.424546782321102
2025-06-29 04:45:00,11.424448157655664
2025-06-29 05:00:00,11.424349532990227
2025-06-29 05:15:00,11.424250908324792
2025-06-29 05:30:00,11.426724708361206
2025-06-29 05:45:00,11.426626083695771
2025-06-29 06:00:00,11.426527459030334
2025-06-29 06:15:00,11.426428834364897
2025-06-29 06:30:00,11.42633020969946
2025-06-29 06:45:00,11.426231585034023
2025-06-29 07:00:00,11.426132960368586
2025-06-29 07:15:00,11.426034335703186
2025-06-29 07:30:00,11.425935711037749
2025-06-29 07:45:00,11.425837086372313
2025-06-29 08:00:00,11.425738461706874
2025-06-29 08:15:00,11.42563983704144
2025-06-29 08:30:00,11.425541212376004
2025-06-29 08:45:00,11.425442587710602
2025-06-29 09:00:00,11.425343963045167
2025-06-29 09:15:00,11.425245338379728
2025-06-29 09:30:00,11.425146713714291
2025-06-29 09:45:00,11.425048089048856
2025-06-29 10:00:00,11.424949464383417
2025-06-29 10:15:00,11.424850839718019
2025-06-29 10:30:00,11.42475221505258
2025-06-29 10:45:00,11.424653590387145
2025-06-29 11:00:00,11.42455496572171
2025-06-29 11:15:00,11.42445634105627
2025-06-29 11:30:00,11.424357716390835
2025-06-29 11:45:00,11.424259091725434
2025-06-29 12:00:00,11.424160467059998
2025-06-29 12:15:00,11.424061842394561
2025-06-29 12:30:00,11.423963217729122
2025-06-29 12:45:00,11.423864593063687
2025-06-29 13:00:00,11.423765968398252
2025-06-29 13:15:00,11.42366734373285
2025-06-29 13:30:00,11.423568719067413
2025-06-29 13:45:00,11.418325244998309
2025-06-29 14:00:00,11.400189240508569
2025-06-29 14:15:00,11.394945766439449
2025-06-29 14:30:00,11.397419566475872
2025-06-29 14:45:00,11.399893366512295
2025-06-29 15:00:00,11.404947945144894
2025-06-29 15:15:00,11.41000609949245
2025-06-29 15:30:00,11.415062447638435
2025-06-29 15:45:00,11.420108672376703
2025-06-29 16:00:00,11.422582472413083
2025-06-29 16:15:00,11.425056272449535
2025-06-29 16:30:00,11.424957647784098
2025-06-29 16:45:00,11.42485902311866
2025-06-29 17:00:00,11.427333230425186
2025-06-29 17:15:00,11.42723437260451
2025-06-29 17:30:00,11.427135573824167
2025-06-29 17:45:00,11.427036949158765
2025-06-29 18:00:00,11.42693832449333
2025-06-29 18:15:00,11.426839699827893
2025-06-29 18:30:00,11.429318589585309
2025-06-29 18:45:00,11.429219731764634
2025-06-29 19:00:00,11.431699380028093
2025-06-29 19:15:00,11.43675753437565
2025-06-29 19:30:00,11.436658676555012
2025-06-29 19:45:00,11.43913832481847
2025-06-29 20:00:00,11.439039466997796
2025-06-29 20:15:00,11.441519115261217
2025-06-29 20:30:00,11.441420257440543
2025-06-29 20:45:00,11.44132139961987
2025-06-29 21:00:00,11.438644035715134
2025-06-29 21:15:00,11.43854517789446
2025-06-29 21:30:00,11.438446320073785
2025-06-29 21:45:00,11.438347462253109
2025-06-29 22:00:00,11.438248604432436
2025-06-29 22:15:00,11.438149746611762
2025-06-29 22:30:00,11.438050888791123
2025-06-29 22:45:00,11.43795203097045
2025-06-29 23:00:00,11.437853173149774
2025-06-29 23:15:00,11.437754315329101
2025-06-29 23:30:00,11.437655457508427
2025-06-29 23:45:00,11.43755659968775
2025-06-30 00:00:00,11.437457741867114
2025-06-30 00:15:00,11.43735888404644
2025-06-30 00:30:00,11.437260026225763
2025-06-30 00:45:00,11.43716116840509
2025-06-30 01:00:00,11.437062310584416
2025-06-30 01:15:00,11.43696345276374
2025-06-30 01:30:00,11.436864594943104
2025-06-30 01:45:00,11.436765737122428
2025-06-30 02:00:00,11.436666879301754
2025-06-30 02:15:00,11.433989515396945
2025-06-30 02:30:00,11.433890657576272
2025-06-30 02:45:00,11.43637030583973
2025-06-30 03:00:00,11.436271448019093
2025-06-30 03:15:00,11.436172590198417
2025-06-30 03:30:00,11.436073732377745
2025-06-30 03:45:00,11.43597487455707
2025-06-30 04:00:00,11.435876016736394
2025-06-30 04:15:00,11.435777158915721
2025-06-30 04:30:00,11.435678301095082
2025-06-30 04:45:00,11.435579443274408
2025-06-30 05:00:00,11.435480585453735
2025-06-30 05:15:00,11.43538172763306
2025-06-30 05:30:00,11.435282869812385
2025-06-30 05:45:00,11.43518401199171
2025-06-30 06:00:00,11.43766366025517
2025-06-30 06:15:00,11.437564802434496
2025-06-30 06:30:00,11.437465944613821
2025-06-30 06:45:00,11.43994559287728
2025-06-30 07:00:00,11.440053078304487
2025-06-30 07:15:00,11.442631584388618
2025-06-30 07:30:00,11.44268555657513
2025-06-30 07:45:00,11.442739528761642
2025-06-30 08:00:00,11.445372007032248
2025-06-30 08:15:00,11.44542597921876
2025-06-30 08:30:00,11.44547995140527
2025-06-30 08:45:00,11.44553392359178
2025-06-30 09:00:00,11.44558789577829
2025-06-30 09:15:00,11.445641867964836
2025-06-30 09:30:00,11.445695840151348
2025-06-30 09:45:00,11.445749812337858
2025-06-30 10:00:00,11.445803784524369
2025-06-30 10:15:00,11.44585775671088
2025-06-30 10:30:00,11.44591172889739
2025-06-30 10:45:00,11.445965701083901
2025-06-30 11:00:00,11.446019673270412
2025-06-30 11:15:00,11.446073645456922
2025-06-30 11:30:00,11.446127617643432
2025-06-30 11:45:00,11.446181589829944
2025-06-30 12:00:00,11.448814068100589
2025-06-30 12:15:00,11.448868040287097
2025-06-30 12:30:00,11.44892201247361
2025-06-30 12:45:00,11.448975984660157
2025-06-30 13:00:00,11.451608462930764
2025-06-30 13:15:00,11.451662435117276
2025-06-30 13:30:00,11.451716407303785
2025-06-30 13:45:00,11.449191873406198
2025-06-30 14:00:00,11.44924584559271
2025-06-30 14:15:00,11.449299817779218
2025-06-30 14:30:00,11.44935378996573
2025-06-30 14:45:00,11.44940776215224
2025-06-30 15:00:00,11.449461734338751
2025-06-30 15:15:00,11.449515706525263
2025-06-30 15:30:00,11.449569678711773
2025-06-30 15:45:00,11.449623650898284
2025-06-30 16:00:00,11.449677623084794
2025-06-30 16:15:00,11.44973159527134
2025-06-30 16:30:00,11.449785567457852
2025-06-30 16:45:00,11.449839539644364
2025-06-30 17:00:00,11.449893511830872
2025-06-30 17:15:00,11.452525990101481
2025-06-30 17:30:00,11.45257996228799
2025-06-30 17:45:00,11.452633934474502
2025-06-30 18:00:00,11.452687906661012
2025-06-30 18:15:00,11.452741878847522
2025-06-30 18:30:00,11.452795851034033
2025-06-30 18:45:00,11.450271317136448
2025-06-30 19:00:00,11.450325289322958
2025-06-30 19:15:00,11.450379261509468
2025-06-30 19:30:00,11.450433233695978
2025-06-30 19:45:00,11.450487205882524
2025-06-30 20:00:00,11.450541178069036
2025-06-30 20:15:00,11.450595150255545
2025-06-30 20:30:00,11.450649122442057
2025-06-30 20:45:00,11.450703094628569
2025-06-30 21:00:00,11.453335572899174
2025-06-30 21:15:00,11.453389545085686
2025-06-30 21:30:00,11.453443517272197
2025-06-30 21:45:00,11.453497489458707
2025-06-30 22:00:00,11.453551461645217
2025-06-30 22:15:00,11.453605433831727
2025-06-30 22:30:00,11.453659406018238
2025-06-30 22:45:00,11.45371337820475
2025-06-30 23:00:00,11.453767350391258
2025-06-30 23:15:00,11.45382132257777
2025-06-30 23:30:00,11.453875294764316
2025-06-30 23:45:00,11.453929266950828
2025-07-01 00:00:00,11.453983239137338
2025-07-01 00:15:00,11.454037211323849
2025-07-01 00:30:00,11.454091183510359
2025-07-01 00:45:00,11.454145155696871
2025-07-01 01:00:00,11.45419912788338
2025-07-01 01:15:00,11.454253100069892
2025-07-01 01:30:00,11.456885578340534
2025-07-01 01:45:00,11.456939550527046
